api_id,module_id,package,class_name,method_name,api_type,priority,android_api_level,description_cn,harmony_mapping,mapping_difficulty,adapt_route,estimated_hours,adapter_project,status,notes
P0-0167,M01,android.app.job,JobInfo,NETWORK_TYPE_NOT_ROAMING,field,P0,,JobInfo.NETWORK_TYPE_NOT_ROAMING 常量/字段,UIAbility/ServiceAbility 相关,3,system-bridge,,13X-01,auto-filled,
P0-0168,M01,android.app.job,JobInfo,NETWORK_TYPE_UNMETERED,field,P0,,JobInfo.NETWORK_TYPE_UNMETERED 常量/字段,UIAbility/ServiceAbility 相关,3,system-bridge,,13X-01,auto-filled,
P0-0169,M01,android.app.job,JobInfo,PRIORITY_DEFAULT,field,P0,,JobInfo.PRIORITY_DEFAULT 常量/字段,UIAbility/ServiceAbility 相关,3,system-bridge,,13X-01,auto-filled,
P0-0170,M01,android.app.job,JobInfo,PRIORITY_HIGH,field,P0,,JobInfo.PRIORITY_HIGH 常量/字段,UIAbility/ServiceAbility 相关,3,system-bridge,,13X-01,auto-filled,
P0-0171,M01,android.app.job,JobInfo,PRIORITY_LOW,field,P0,,JobInfo.PRIORITY_LOW 常量/字段,UIAbility/ServiceAbility 相关,3,system-bridge,,13X-01,auto-filled,
P0-0172,M01,android.app.job,JobInfo,PRIORITY_MAX,field,P0,,JobInfo.PRIORITY_MAX 常量/字段,UIAbility/ServiceAbility 相关,3,system-bridge,,13X-01,auto-filled,
P0-0173,M01,android.app.job,JobInfo,PRIORITY_MIN,field,P0,,JobInfo.PRIORITY_MIN 常量/字段,UIAbility/ServiceAbility 相关,3,system-bridge,,13X-01,auto-filled,
P0-0174,M01,android.app.job,JobInfo,describeContents,method,P0,,JobInfo.describeContents(),UIAbility/ServiceAbility 相关,3,system-bridge,,13X-01,auto-filled,
P0-0175,M01,android.app.job,JobInfo,getBackoffPolicy,method,P0,,获取BackoffPolicy,UIAbility/ServiceAbility 相关,3,system-bridge,,13X-01,auto-filled,
P0-0176,M01,android.app.job,JobInfo,getClipData,method,P0,,获取ClipData,UIAbility/ServiceAbility 相关,3,system-bridge,,13X-01,auto-filled,
P0-0177,M01,android.app.job,JobInfo,getClipGrantFlags,method,P0,,获取ClipGrantFlags,UIAbility/ServiceAbility 相关,3,system-bridge,,13X-01,auto-filled,
P0-0178,M01,android.app.job,JobInfo,getEstimatedNetworkDownloadBytes,method,P0,,获取EstimatedNetworkDownloadBytes,UIAbility/ServiceAbility 相关,3,system-bridge,,13X-01,auto-filled,
P0-0179,M01,android.app.job,JobInfo,getEstimatedNetworkUploadBytes,method,P0,,获取EstimatedNetworkUploadBytes,UIAbility/ServiceAbility 相关,3,system-bridge,,13X-01,auto-filled,
P0-0180,M01,android.app.job,JobInfo,getExtras,method,P0,,获取Extras,UIAbility/ServiceAbility 相关,3,system-bridge,,13X-01,auto-filled,
P0-0181,M01,android.app.job,JobInfo,getFlexMillis,method,P0,,获取FlexMillis,UIAbility/ServiceAbility 相关,3,system-bridge,,13X-01,auto-filled,
P0-0182,M01,android.app.job,JobInfo,getId,method,P0,,获取Id,UIAbility/ServiceAbility 相关,3,system-bridge,,13X-01,auto-filled,
P0-0183,M01,android.app.job,JobInfo,getInitialBackoffMillis,method,P0,,获取InitialBackoffMillis,UIAbility/ServiceAbility 相关,3,system-bridge,,13X-01,auto-filled,
P0-0184,M01,android.app.job,JobInfo,getIntervalMillis,method,P0,,获取IntervalMillis,UIAbility/ServiceAbility 相关,3,system-bridge,,13X-01,auto-filled,
P0-0185,M01,android.app.job,JobInfo,getMaxExecutionDelayMillis,method,P0,,获取MaxExecutionDelayMillis,UIAbility/ServiceAbility 相关,3,system-bridge,,13X-01,auto-filled,
P0-0186,M01,android.app.job,JobInfo,getMinFlexMillis,method,P0,,获取MinFlexMillis,UIAbility/ServiceAbility 相关,3,system-bridge,,13X-01,auto-filled,
P0-0187,M01,android.app.job,JobInfo,getMinLatencyMillis,method,P0,,获取MinLatencyMillis,UIAbility/ServiceAbility 相关,3,system-bridge,,13X-01,auto-filled,
P0-0188,M01,android.app.job,JobInfo,getMinPeriodMillis,method,P0,,获取MinPeriodMillis,UIAbility/ServiceAbility 相关,3,system-bridge,,13X-01,auto-filled,
P0-0189,M01,android.app.job,JobInfo,getMinimumNetworkChunkBytes,method,P0,,获取MinimumNetworkChunkBytes,UIAbility/ServiceAbility 相关,3,system-bridge,,13X-01,auto-filled,
P0-0190,M01,android.app.job,JobInfo,getNetworkType,method,P0,,获取NetworkType,UIAbility/ServiceAbility 相关,3,system-bridge,,13X-01,auto-filled,
P0-0191,M01,android.app.job,JobInfo,getPriority,method,P0,,获取Priority,UIAbility/ServiceAbility 相关,3,system-bridge,,13X-01,auto-filled,
P0-0192,M01,android.app.job,JobInfo,getRequiredNetwork,method,P0,,获取RequiredNetwork,UIAbility/ServiceAbility 相关,3,system-bridge,,13X-01,auto-filled,
P0-0193,M01,android.app.job,JobInfo,getService,method,P0,,获取Service,UIAbility/ServiceAbility 相关,3,system-bridge,,13X-01,auto-filled,
P0-0194,M01,android.app.job,JobInfo,getTransientExtras,method,P0,,获取TransientExtras,UIAbility/ServiceAbility 相关,3,system-bridge,,13X-01,auto-filled,
P0-0195,M01,android.app.job,JobInfo,getTriggerContentMaxDelay,method,P0,,获取TriggerContentMaxDelay,UIAbility/ServiceAbility 相关,3,system-bridge,,13X-01,auto-filled,
P0-0196,M01,android.app.job,JobInfo,getTriggerContentUpdateDelay,method,P0,,获取TriggerContentUpdateDelay,UIAbility/ServiceAbility 相关,3,system-bridge,,13X-01,auto-filled,
P0-0197,M01,android.app.job,JobInfo,getTriggerContentUris,method,P0,,获取TriggerContentUris,UIAbility/ServiceAbility 相关,3,system-bridge,,13X-01,auto-filled,
P0-0198,M01,android.app.job,JobInfo,isExpedited,method,P0,,判断是否Expedited,UIAbility/ServiceAbility 相关,3,system-bridge,,13X-01,auto-filled,
P0-0199,M01,android.app.job,JobInfo,isImportantWhileForeground,method,P0,,判断是否ImportantWhileForeground,UIAbility/ServiceAbility 相关,3,system-bridge,,13X-01,auto-filled,
P0-0200,M01,android.app.job,JobInfo,isPeriodic,method,P0,,判断是否Periodic,UIAbility/ServiceAbility 相关,3,system-bridge,,13X-01,auto-filled,
P0-0201,M01,android.app.job,JobInfo,isPersisted,method,P0,,判断是否Persisted,UIAbility/ServiceAbility 相关,3,system-bridge,,13X-01,auto-filled,
P0-0202,M01,android.app.job,JobInfo,isPrefetch,method,P0,,判断是否Prefetch,UIAbility/ServiceAbility 相关,3,system-bridge,,13X-01,auto-filled,
P0-0203,M01,android.app.job,JobInfo,isRequireBatteryNotLow,method,P0,,判断是否RequireBatteryNotLow,UIAbility/ServiceAbility 相关,3,system-bridge,,13X-01,auto-filled,
P0-0204,M01,android.app.job,JobInfo,isRequireCharging,method,P0,,判断是否RequireCharging,UIAbility/ServiceAbility 相关,3,system-bridge,,13X-01,auto-filled,
P0-0205,M01,android.app.job,JobInfo,isRequireDeviceIdle,method,P0,,判断是否RequireDeviceIdle,UIAbility/ServiceAbility 相关,3,system-bridge,,13X-01,auto-filled,
P0-0206,M01,android.app.job,JobInfo,isRequireStorageNotLow,method,P0,,判断是否RequireStorageNotLow,UIAbility/ServiceAbility 相关,3,system-bridge,,13X-01,auto-filled,
P0-0207,M01,android.app.job,JobInfo,isUserInitiated,method,P0,,判断是否UserInitiated,UIAbility/ServiceAbility 相关,3,system-bridge,,13X-01,auto-filled,
P0-0208,M01,android.app.job,JobInfo,writeToParcel,method,P0,,JobInfo.writeToParcel(),UIAbility/ServiceAbility 相关,3,system-bridge,,13X-01,auto-filled,
P0-0209,M01,android.app.people,ConversationStatus,ACTIVITY_ANNIVERSARY,field,P0,,ConversationStatus.ACTIVITY_ANNIVERSARY 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0210,M01,android.app.people,ConversationStatus,ACTIVITY_AUDIO,field,P0,,ConversationStatus.ACTIVITY_AUDIO 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0211,M01,android.app.people,ConversationStatus,ACTIVITY_BIRTHDAY,field,P0,,ConversationStatus.ACTIVITY_BIRTHDAY 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0212,M01,android.app.people,ConversationStatus,ACTIVITY_GAME,field,P0,,ConversationStatus.ACTIVITY_GAME 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0213,M01,android.app.people,ConversationStatus,ACTIVITY_LOCATION,field,P0,,ConversationStatus.ACTIVITY_LOCATION 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0214,M01,android.app.people,ConversationStatus,ACTIVITY_NEW_STORY,field,P0,,ConversationStatus.ACTIVITY_NEW_STORY 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0215,M01,android.app.people,ConversationStatus,ACTIVITY_OTHER,field,P0,,ConversationStatus.ACTIVITY_OTHER 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0216,M01,android.app.people,ConversationStatus,ACTIVITY_UPCOMING_BIRTHDAY,field,P0,,ConversationStatus.ACTIVITY_UPCOMING_BIRTHDAY 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0217,M01,android.app.people,ConversationStatus,ACTIVITY_VIDEO,field,P0,,ConversationStatus.ACTIVITY_VIDEO 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0218,M01,android.app.people,ConversationStatus,AVAILABILITY_AVAILABLE,field,P0,,ConversationStatus.AVAILABILITY_AVAILABLE 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0219,M01,android.app.people,ConversationStatus,AVAILABILITY_BUSY,field,P0,,ConversationStatus.AVAILABILITY_BUSY 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0220,M01,android.app.people,ConversationStatus,AVAILABILITY_OFFLINE,field,P0,,ConversationStatus.AVAILABILITY_OFFLINE 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0221,M01,android.app.people,ConversationStatus,AVAILABILITY_UNKNOWN,field,P0,,ConversationStatus.AVAILABILITY_UNKNOWN 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0222,M01,android.app.people,ConversationStatus,CREATOR,field,P0,,ConversationStatus.CREATOR 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0223,M01,android.app.people,ConversationStatus,describeContents,method,P0,,ConversationStatus.describeContents(),UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0224,M01,android.app.people,ConversationStatus,getActivity,method,P0,,获取Activity,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0225,M01,android.app.people,ConversationStatus,getAvailability,method,P0,,获取Availability,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0226,M01,android.app.people,ConversationStatus,getDescription,method,P0,,获取Description,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0227,M01,android.app.people,ConversationStatus,getEndTimeMillis,method,P0,,获取EndTimeMillis,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0228,M01,android.app.people,ConversationStatus,getIcon,method,P0,,获取Icon,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0229,M01,android.app.people,ConversationStatus,getId,method,P0,,获取Id,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0230,M01,android.app.people,ConversationStatus,getStartTimeMillis,method,P0,,获取StartTimeMillis,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0231,M01,android.app.people,ConversationStatus,writeToParcel,method,P0,,ConversationStatus.writeToParcel(),UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0232,M01,android.app.slice,Slice,<init>,ctor,P0,,Slice 构造函数,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0233,M01,android.app.slice,Slice,CREATOR,field,P0,,Slice.CREATOR 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0234,M01,android.app.slice,Slice,EXTRA_RANGE_VALUE,field,P0,,Slice.EXTRA_RANGE_VALUE 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0235,M01,android.app.slice,Slice,EXTRA_TOGGLE_STATE,field,P0,,Slice.EXTRA_TOGGLE_STATE 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0236,M01,android.app.slice,Slice,HINT_ACTIONS,field,P0,,Slice.HINT_ACTIONS 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0237,M01,android.app.slice,Slice,HINT_ERROR,field,P0,,Slice.HINT_ERROR 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0238,M01,android.app.slice,Slice,HINT_HORIZONTAL,field,P0,,Slice.HINT_HORIZONTAL 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0239,M01,android.app.slice,Slice,HINT_KEYWORDS,field,P0,,Slice.HINT_KEYWORDS 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0240,M01,android.app.slice,Slice,HINT_LARGE,field,P0,,Slice.HINT_LARGE 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0241,M01,android.app.slice,Slice,HINT_LAST_UPDATED,field,P0,,Slice.HINT_LAST_UPDATED 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0242,M01,android.app.slice,Slice,HINT_LIST,field,P0,,Slice.HINT_LIST 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0243,M01,android.app.slice,Slice,HINT_LIST_ITEM,field,P0,,Slice.HINT_LIST_ITEM 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0244,M01,android.app.slice,Slice,HINT_NO_TINT,field,P0,,Slice.HINT_NO_TINT 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0245,M01,android.app.slice,Slice,HINT_PARTIAL,field,P0,,Slice.HINT_PARTIAL 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0246,M01,android.app.slice,Slice,HINT_PERMISSION_REQUEST,field,P0,,Slice.HINT_PERMISSION_REQUEST 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0247,M01,android.app.slice,Slice,HINT_SEE_MORE,field,P0,,Slice.HINT_SEE_MORE 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0248,M01,android.app.slice,Slice,HINT_SELECTED,field,P0,,Slice.HINT_SELECTED 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0249,M01,android.app.slice,Slice,HINT_SHORTCUT,field,P0,,Slice.HINT_SHORTCUT 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0250,M01,android.app.slice,Slice,HINT_SUMMARY,field,P0,,Slice.HINT_SUMMARY 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0251,M01,android.app.slice,Slice,HINT_TITLE,field,P0,,Slice.HINT_TITLE 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0252,M01,android.app.slice,Slice,HINT_TTL,field,P0,,Slice.HINT_TTL 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0253,M01,android.app.slice,Slice,SUBTYPE_COLOR,field,P0,,Slice.SUBTYPE_COLOR 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0254,M01,android.app.slice,Slice,SUBTYPE_CONTENT_DESCRIPTION,field,P0,,Slice.SUBTYPE_CONTENT_DESCRIPTION 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0255,M01,android.app.slice,Slice,SUBTYPE_LAYOUT_DIRECTION,field,P0,,Slice.SUBTYPE_LAYOUT_DIRECTION 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0256,M01,android.app.slice,Slice,SUBTYPE_MAX,field,P0,,Slice.SUBTYPE_MAX 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0257,M01,android.app.slice,Slice,SUBTYPE_MESSAGE,field,P0,,Slice.SUBTYPE_MESSAGE 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0258,M01,android.app.slice,Slice,SUBTYPE_MILLIS,field,P0,,Slice.SUBTYPE_MILLIS 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0259,M01,android.app.slice,Slice,SUBTYPE_PRIORITY,field,P0,,Slice.SUBTYPE_PRIORITY 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0260,M01,android.app.slice,Slice,SUBTYPE_RANGE,field,P0,,Slice.SUBTYPE_RANGE 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0261,M01,android.app.slice,Slice,SUBTYPE_SOURCE,field,P0,,Slice.SUBTYPE_SOURCE 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0262,M01,android.app.slice,Slice,SUBTYPE_TOGGLE,field,P0,,Slice.SUBTYPE_TOGGLE 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0263,M01,android.app.slice,Slice,SUBTYPE_VALUE,field,P0,,Slice.SUBTYPE_VALUE 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0264,M01,android.app.slice,Slice,describeContents,method,P0,,Slice.describeContents(),UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0265,M01,android.app.slice,Slice,getHints,method,P0,,获取Hints,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0266,M01,android.app.slice,Slice,getItems,method,P0,,获取Items,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0267,M01,android.app.slice,Slice,getSpec,method,P0,,获取Spec,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0268,M01,android.app.slice,Slice,getUri,method,P0,,获取Uri,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0269,M01,android.app.slice,Slice,isCallerNeeded,method,P0,,判断是否CallerNeeded,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0270,M01,android.app.slice,Slice,writeToParcel,method,P0,,Slice.writeToParcel(),UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0271,M01,android.app.usage,ConfigurationStats,<init>,ctor,P0,,ConfigurationStats 构造函数,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0272,M01,android.app.usage,ConfigurationStats,CREATOR,field,P0,,ConfigurationStats.CREATOR 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0273,M01,android.app.usage,ConfigurationStats,describeContents,method,P0,,ConfigurationStats.describeContents(),UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0274,M01,android.app.usage,ConfigurationStats,getActivationCount,method,P0,,获取ActivationCount,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0275,M01,android.app.usage,ConfigurationStats,getConfiguration,method,P0,,获取Configuration,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0276,M01,android.app.usage,ConfigurationStats,getFirstTimeStamp,method,P0,,获取FirstTimeStamp,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0277,M01,android.app.usage,ConfigurationStats,getLastTimeActive,method,P0,,获取LastTimeActive,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0278,M01,android.app.usage,ConfigurationStats,getLastTimeStamp,method,P0,,获取LastTimeStamp,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0279,M01,android.app.usage,ConfigurationStats,getTotalTimeActive,method,P0,,获取TotalTimeActive,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0280,M01,android.app.usage,ConfigurationStats,writeToParcel,method,P0,,ConfigurationStats.writeToParcel(),UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0281,M01,android.app.usage,EventStats,<init>,ctor,P0,,EventStats 构造函数,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0282,M01,android.app.usage,EventStats,CREATOR,field,P0,,EventStats.CREATOR 常量/字段,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
P0-0283,M01,android.app.usage,EventStats,add,method,P0,,添加元素,UIAbility/ServiceAbility 相关,3,adapter,,13X-01,auto-filled,
