api_id,module_id,package,class_name,method_name,api_type,priority,android_api_level,description_cn,harmony_mapping,mapping_difficulty,estimated_hours,adapter_project,status,notes
P3-0137,M11,android.app.admin,DevicePolicyManager,getAutoTimeEnabled,method,P3,,,,,,13X-11,scraped,
P3-0138,M11,android.app.admin,DevicePolicyManager,getAutoTimeRequired,method,P3,,,,,,13X-11,scraped,
P3-0139,M11,android.app.admin,DevicePolicyManager,getAutoTimeZoneEnabled,method,P3,,,,,,13X-11,scraped,
P3-0140,M11,android.app.admin,DevicePolicyManager,getBindDeviceAdminTargetUsers,method,P3,,,,,,13X-11,scraped,
P3-0141,M11,android.app.admin,DevicePolicyManager,getBluetoothContactSharingDisabled,method,P3,,,,,,13X-11,scraped,
P3-0142,M11,android.app.admin,DevicePolicyManager,getCameraDisabled,method,P3,,,,,,13X-11,scraped,
P3-0143,M11,android.app.admin,DevicePolicyManager,getCredentialManagerPolicy,method,P3,,,,,,13X-11,scraped,
P3-0144,M11,android.app.admin,DevicePolicyManager,getCrossProfileCalendarPackages,method,P3,,,,,,13X-11,scraped,
P3-0145,M11,android.app.admin,DevicePolicyManager,getCrossProfileCallerIdDisabled,method,P3,,,,,,13X-11,scraped,
P3-0146,M11,android.app.admin,DevicePolicyManager,getCrossProfileContactsSearchDisabled,method,P3,,,,,,13X-11,scraped,
P3-0147,M11,android.app.admin,DevicePolicyManager,getCrossProfilePackages,method,P3,,,,,,13X-11,scraped,
P3-0148,M11,android.app.admin,DevicePolicyManager,getCrossProfileWidgetProviders,method,P3,,,,,,13X-11,scraped,
P3-0149,M11,android.app.admin,DevicePolicyManager,getCurrentFailedPasswordAttempts,method,P3,,,,,,13X-11,scraped,
P3-0150,M11,android.app.admin,DevicePolicyManager,getDelegatePackages,method,P3,,,,,,13X-11,scraped,
P3-0151,M11,android.app.admin,DevicePolicyManager,getDelegatedScopes,method,P3,,,,,,13X-11,scraped,
P3-0152,M11,android.app.admin,DevicePolicyManager,getDeviceOwnerLockScreenInfo,method,P3,,,,,,13X-11,scraped,
P3-0153,M11,android.app.admin,DevicePolicyManager,getDevicePolicyManagementRoleHolderPackage,method,P3,,,,,,13X-11,scraped,
P3-0154,M11,android.app.admin,DevicePolicyManager,getEndUserSessionMessage,method,P3,,,,,,13X-11,scraped,
P3-0155,M11,android.app.admin,DevicePolicyManager,getEnrollmentSpecificId,method,P3,,,,,,13X-11,scraped,
P3-0156,M11,android.app.admin,DevicePolicyManager,getFactoryResetProtectionPolicy,method,P3,,,,,,13X-11,scraped,
P3-0157,M11,android.app.admin,DevicePolicyManager,getGlobalPrivateDnsHost,method,P3,,,,,,13X-11,scraped,
P3-0158,M11,android.app.admin,DevicePolicyManager,getGlobalPrivateDnsMode,method,P3,,,,,,13X-11,scraped,
P3-0159,M11,android.app.admin,DevicePolicyManager,getInstalledCaCerts,method,P3,,,,,,13X-11,scraped,
P3-0160,M11,android.app.admin,DevicePolicyManager,getKeepUninstalledPackages,method,P3,,,,,,13X-11,scraped,
P3-0161,M11,android.app.admin,DevicePolicyManager,getKeyPairGrants,method,P3,,,,,,13X-11,scraped,
P3-0162,M11,android.app.admin,DevicePolicyManager,getKeyguardDisabledFeatures,method,P3,,,,,,13X-11,scraped,
P3-0163,M11,android.app.admin,DevicePolicyManager,getLockTaskFeatures,method,P3,,,,,,13X-11,scraped,
P3-0164,M11,android.app.admin,DevicePolicyManager,getLockTaskPackages,method,P3,,,,,,13X-11,scraped,
P3-0165,M11,android.app.admin,DevicePolicyManager,getLongSupportMessage,method,P3,,,,,,13X-11,scraped,
P3-0166,M11,android.app.admin,DevicePolicyManager,getManagedProfileCallerIdAccessPolicy,method,P3,,,,,,13X-11,scraped,
P3-0167,M11,android.app.admin,DevicePolicyManager,getManagedProfileContactsAccessPolicy,method,P3,,,,,,13X-11,scraped,
P3-0168,M11,android.app.admin,DevicePolicyManager,getManagedProfileMaximumTimeOff,method,P3,,,,,,13X-11,scraped,
P3-0169,M11,android.app.admin,DevicePolicyManager,getManagedSubscriptionsPolicy,method,P3,,,,,,13X-11,scraped,
P3-0170,M11,android.app.admin,DevicePolicyManager,getMaximumFailedPasswordsForWipe,method,P3,,,,,,13X-11,scraped,
P3-0171,M11,android.app.admin,DevicePolicyManager,getMaximumTimeToLock,method,P3,,,,,,13X-11,scraped,
P3-0172,M11,android.app.admin,DevicePolicyManager,getMeteredDataDisabledPackages,method,P3,,,,,,13X-11,scraped,
P3-0173,M11,android.app.admin,DevicePolicyManager,getMinimumRequiredWifiSecurityLevel,method,P3,,,,,,13X-11,scraped,
P3-0174,M11,android.app.admin,DevicePolicyManager,getMtePolicy,method,P3,,,,,,13X-11,scraped,
P3-0175,M11,android.app.admin,DevicePolicyManager,getNearbyAppStreamingPolicy,method,P3,,,,,,13X-11,scraped,
P3-0176,M11,android.app.admin,DevicePolicyManager,getNearbyNotificationStreamingPolicy,method,P3,,,,,,13X-11,scraped,
P3-0177,M11,android.app.admin,DevicePolicyManager,getOrganizationColor,method,P3,,,,,,13X-11,scraped,
P3-0178,M11,android.app.admin,DevicePolicyManager,getOrganizationName,method,P3,,,,,,13X-11,scraped,
P3-0179,M11,android.app.admin,DevicePolicyManager,getOverrideApns,method,P3,,,,,,13X-11,scraped,
P3-0180,M11,android.app.admin,DevicePolicyManager,getParentProfileInstance,method,P3,,,,,,13X-11,scraped,
P3-0181,M11,android.app.admin,DevicePolicyManager,getPasswordComplexity,method,P3,,,,,,13X-11,scraped,
P3-0182,M11,android.app.admin,DevicePolicyManager,getPasswordExpiration,method,P3,,,,,,13X-11,scraped,
P3-0183,M11,android.app.admin,DevicePolicyManager,getPasswordExpirationTimeout,method,P3,,,,,,13X-11,scraped,
P3-0184,M11,android.app.admin,DevicePolicyManager,getPasswordHistoryLength,method,P3,,,,,,13X-11,scraped,
P3-0185,M11,android.app.admin,DevicePolicyManager,getPasswordMaximumLength,method,P3,,,,,,13X-11,scraped,
P3-0186,M11,android.app.admin,DevicePolicyManager,getPasswordMinimumLength,method,P3,,,,,,13X-11,scraped,
P3-0187,M11,android.app.admin,DevicePolicyManager,getPasswordMinimumLetters,method,P3,,,,,,13X-11,scraped,
P3-0188,M11,android.app.admin,DevicePolicyManager,getPasswordMinimumLowerCase,method,P3,,,,,,13X-11,scraped,
P3-0189,M11,android.app.admin,DevicePolicyManager,getPasswordMinimumNonLetter,method,P3,,,,,,13X-11,scraped,
P3-0190,M11,android.app.admin,DevicePolicyManager,getPasswordMinimumNumeric,method,P3,,,,,,13X-11,scraped,
P3-0191,M11,android.app.admin,DevicePolicyManager,getPasswordMinimumSymbols,method,P3,,,,,,13X-11,scraped,
P3-0192,M11,android.app.admin,DevicePolicyManager,getPasswordMinimumUpperCase,method,P3,,,,,,13X-11,scraped,
P3-0193,M11,android.app.admin,DevicePolicyManager,getPasswordQuality,method,P3,,,,,,13X-11,scraped,
P3-0194,M11,android.app.admin,DevicePolicyManager,getPendingSystemUpdate,method,P3,,,,,,13X-11,scraped,
P3-0195,M11,android.app.admin,DevicePolicyManager,getPermissionGrantState,method,P3,,,,,,13X-11,scraped,
P3-0196,M11,android.app.admin,DevicePolicyManager,getPermissionPolicy,method,P3,,,,,,13X-11,scraped,
P3-0197,M11,android.app.admin,DevicePolicyManager,getPermittedAccessibilityServices,method,P3,,,,,,13X-11,scraped,
P3-0198,M11,android.app.admin,DevicePolicyManager,getPermittedCrossProfileNotificationListeners,method,P3,,,,,,13X-11,scraped,
P3-0199,M11,android.app.admin,DevicePolicyManager,getPermittedInputMethods,method,P3,,,,,,13X-11,scraped,
P3-0200,M11,android.app.admin,DevicePolicyManager,getPersonalAppsSuspendedReasons,method,P3,,,,,,13X-11,scraped,
P3-0201,M11,android.app.admin,DevicePolicyManager,getPreferentialNetworkServiceConfigs,method,P3,,,,,,13X-11,scraped,
P3-0202,M11,android.app.admin,DevicePolicyManager,getRequiredPasswordComplexity,method,P3,,,,,,13X-11,scraped,
P3-0203,M11,android.app.admin,DevicePolicyManager,getRequiredStrongAuthTimeout,method,P3,,,,,,13X-11,scraped,
P3-0204,M11,android.app.admin,DevicePolicyManager,getResources,method,P3,,,,,,13X-11,scraped,
P3-0205,M11,android.app.admin,DevicePolicyManager,getScreenCaptureDisabled,method,P3,,,,,,13X-11,scraped,
P3-0206,M11,android.app.admin,DevicePolicyManager,getSecondaryUsers,method,P3,,,,,,13X-11,scraped,
P3-0207,M11,android.app.admin,DevicePolicyManager,getShortSupportMessage,method,P3,,,,,,13X-11,scraped,
P3-0208,M11,android.app.admin,DevicePolicyManager,getStartUserSessionMessage,method,P3,,,,,,13X-11,scraped,
P3-0209,M11,android.app.admin,DevicePolicyManager,getStorageEncryption,method,P3,,,,,,13X-11,scraped,
P3-0210,M11,android.app.admin,DevicePolicyManager,getStorageEncryptionStatus,method,P3,,,,,,13X-11,scraped,
P3-0211,M11,android.app.admin,DevicePolicyManager,getSystemUpdatePolicy,method,P3,,,,,,13X-11,scraped,
P3-0212,M11,android.app.admin,DevicePolicyManager,getTransferOwnershipBundle,method,P3,,,,,,13X-11,scraped,
P3-0213,M11,android.app.admin,DevicePolicyManager,getTrustAgentConfiguration,method,P3,,,,,,13X-11,scraped,
P3-0214,M11,android.app.admin,DevicePolicyManager,getUserControlDisabledPackages,method,P3,,,,,,13X-11,scraped,
P3-0215,M11,android.app.admin,DevicePolicyManager,getUserRestrictions,method,P3,,,,,,13X-11,scraped,
P3-0216,M11,android.app.admin,DevicePolicyManager,getUserRestrictionsGlobally,method,P3,,,,,,13X-11,scraped,
P3-0217,M11,android.app.admin,DevicePolicyManager,getWifiMacAddress,method,P3,,,,,,13X-11,scraped,
P3-0218,M11,android.app.admin,DevicePolicyManager,getWifiSsidPolicy,method,P3,,,,,,13X-11,scraped,
P3-0219,M11,android.app.admin,DevicePolicyManager,grantKeyPairToApp,method,P3,,,,,,13X-11,scraped,
P3-0220,M11,android.app.admin,DevicePolicyManager,grantKeyPairToWifiAuth,method,P3,,,,,,13X-11,scraped,
P3-0221,M11,android.app.admin,DevicePolicyManager,hasCaCertInstalled,method,P3,,,,,,13X-11,scraped,
P3-0222,M11,android.app.admin,DevicePolicyManager,hasGrantedPolicy,method,P3,,,,,,13X-11,scraped,
P3-0223,M11,android.app.admin,DevicePolicyManager,hasKeyPair,method,P3,,,,,,13X-11,scraped,
P3-0224,M11,android.app.admin,DevicePolicyManager,hasLockdownAdminConfiguredNetworks,method,P3,,,,,,13X-11,scraped,
P3-0225,M11,android.app.admin,DevicePolicyManager,installCaCert,method,P3,,,,,,13X-11,scraped,
P3-0226,M11,android.app.admin,DevicePolicyManager,installExistingPackage,method,P3,,,,,,13X-11,scraped,
P3-0227,M11,android.app.admin,DevicePolicyManager,installKeyPair,method,P3,,,,,,13X-11,scraped,
P3-0228,M11,android.app.admin,DevicePolicyManager,installKeyPair,method,P3,,,,,,13X-11,scraped,
P3-0229,M11,android.app.admin,DevicePolicyManager,installKeyPair,method,P3,,,,,,13X-11,scraped,
P3-0230,M11,android.app.admin,DevicePolicyManager,installSystemUpdate,method,P3,,,,,,13X-11,scraped,
P3-0231,M11,android.app.admin,DevicePolicyManager,isActivePasswordSufficient,method,P3,,,,,,13X-11,scraped,
P3-0232,M11,android.app.admin,DevicePolicyManager,isActivePasswordSufficientForDeviceRequirement,method,P3,,,,,,13X-11,scraped,
P3-0233,M11,android.app.admin,DevicePolicyManager,isAdminActive,method,P3,,,,,,13X-11,scraped,
P3-0234,M11,android.app.admin,DevicePolicyManager,isAffiliatedUser,method,P3,,,,,,13X-11,scraped,
P3-0235,M11,android.app.admin,DevicePolicyManager,isAlwaysOnVpnLockdownEnabled,method,P3,,,,,,13X-11,scraped,
P3-0236,M11,android.app.admin,DevicePolicyManager,isApplicationHidden,method,P3,,,,,,13X-11,scraped,
P3-0237,M11,android.app.admin,DevicePolicyManager,isBackupServiceEnabled,method,P3,,,,,,13X-11,scraped,
P3-0238,M11,android.app.admin,DevicePolicyManager,isCallerApplicationRestrictionsManagingPackage,method,P3,,,,,,13X-11,scraped,
P3-0239,M11,android.app.admin,DevicePolicyManager,isCommonCriteriaModeEnabled,method,P3,,,,,,13X-11,scraped,
P3-0240,M11,android.app.admin,DevicePolicyManager,isComplianceAcknowledgementRequired,method,P3,,,,,,13X-11,scraped,
P3-0241,M11,android.app.admin,DevicePolicyManager,isDeviceFinanced,method,P3,,,,,,13X-11,scraped,
P3-0242,M11,android.app.admin,DevicePolicyManager,isDeviceIdAttestationSupported,method,P3,,,,,,13X-11,scraped,
P3-0243,M11,android.app.admin,DevicePolicyManager,isDeviceOwnerApp,method,P3,,,,,,13X-11,scraped,
P3-0244,M11,android.app.admin,DevicePolicyManager,isEphemeralUser,method,P3,,,,,,13X-11,scraped,
P3-0245,M11,android.app.admin,DevicePolicyManager,isKeyPairGrantedToWifiAuth,method,P3,,,,,,13X-11,scraped,
P3-0246,M11,android.app.admin,DevicePolicyManager,isLockTaskPermitted,method,P3,,,,,,13X-11,scraped,
P3-0247,M11,android.app.admin,DevicePolicyManager,isLogoutEnabled,method,P3,,,,,,13X-11,scraped,
P3-0248,M11,android.app.admin,DevicePolicyManager,isManagedProfile,method,P3,,,,,,13X-11,scraped,
P3-0249,M11,android.app.admin,DevicePolicyManager,isMasterVolumeMuted,method,P3,,,,,,13X-11,scraped,
P3-0250,M11,android.app.admin,DevicePolicyManager,isNetworkLoggingEnabled,method,P3,,,,,,13X-11,scraped,
P3-0251,M11,android.app.admin,DevicePolicyManager,isOrganizationOwnedDeviceWithManagedProfile,method,P3,,,,,,13X-11,scraped,
P3-0252,M11,android.app.admin,DevicePolicyManager,isOverrideApnEnabled,method,P3,,,,,,13X-11,scraped,
P3-0253,M11,android.app.admin,DevicePolicyManager,isPreferentialNetworkServiceEnabled,method,P3,,,,,,13X-11,scraped,
P3-0254,M11,android.app.admin,DevicePolicyManager,isProfileOwnerApp,method,P3,,,,,,13X-11,scraped,
P3-0255,M11,android.app.admin,DevicePolicyManager,isProvisioningAllowed,method,P3,,,,,,13X-11,scraped,
P3-0256,M11,android.app.admin,DevicePolicyManager,isResetPasswordTokenActive,method,P3,,,,,,13X-11,scraped,
P3-0257,M11,android.app.admin,DevicePolicyManager,isSafeOperation,method,P3,,,,,,13X-11,scraped,
P3-0258,M11,android.app.admin,DevicePolicyManager,isSecurityLoggingEnabled,method,P3,,,,,,13X-11,scraped,
P3-0259,M11,android.app.admin,DevicePolicyManager,isStatusBarDisabled,method,P3,,,,,,13X-11,scraped,
P3-0260,M11,android.app.admin,DevicePolicyManager,isUninstallBlocked,method,P3,,,,,,13X-11,scraped,
P3-0261,M11,android.app.admin,DevicePolicyManager,isUniqueDeviceAttestationSupported,method,P3,,,,,,13X-11,scraped,
P3-0262,M11,android.app.admin,DevicePolicyManager,isUsbDataSignalingEnabled,method,P3,,,,,,13X-11,scraped,
P3-0263,M11,android.app.admin,DevicePolicyManager,isUsingUnifiedPassword,method,P3,,,,,,13X-11,scraped,
P3-0264,M11,android.app.admin,DevicePolicyManager,listForegroundAffiliatedUsers,method,P3,,,,,,13X-11,scraped,
P3-0265,M11,android.app.admin,DevicePolicyManager,lockNow,method,P3,,,,,,13X-11,scraped,
P3-0266,M11,android.app.admin,DevicePolicyManager,lockNow,method,P3,,,,,,13X-11,scraped,
P3-0267,M11,android.app.admin,DevicePolicyManager,logoutUser,method,P3,,,,,,13X-11,scraped,
P3-0268,M11,android.app.admin,DevicePolicyManager,reboot,method,P3,,,,,,13X-11,scraped,
P3-0269,M11,android.app.admin,DevicePolicyManager,removeActiveAdmin,method,P3,,,,,,13X-11,scraped,
P3-0270,M11,android.app.admin,DevicePolicyManager,removeCrossProfileWidgetProvider,method,P3,,,,,,13X-11,scraped,
P3-0271,M11,android.app.admin,DevicePolicyManager,removeKeyPair,method,P3,,,,,,13X-11,scraped,
P3-0272,M11,android.app.admin,DevicePolicyManager,removeOverrideApn,method,P3,,,,,,13X-11,scraped,
P3-0273,M11,android.app.admin,DevicePolicyManager,removeUser,method,P3,,,,,,13X-11,scraped,
P3-0274,M11,android.app.admin,DevicePolicyManager,requestBugreport,method,P3,,,,,,13X-11,scraped,
P3-0275,M11,android.app.admin,DevicePolicyManager,resetPassword,method,P3,,,,,,13X-11,scraped,
P3-0276,M11,android.app.admin,DevicePolicyManager,resetPasswordWithToken,method,P3,,,,,,13X-11,scraped,
P3-0277,M11,android.app.admin,DevicePolicyManager,retrieveNetworkLogs,method,P3,,,,,,13X-11,scraped,
P3-0278,M11,android.app.admin,DevicePolicyManager,retrievePreRebootSecurityLogs,method,P3,,,,,,13X-11,scraped,
P3-0279,M11,android.app.admin,DevicePolicyManager,retrieveSecurityLogs,method,P3,,,,,,13X-11,scraped,
P3-0280,M11,android.app.admin,DevicePolicyManager,revokeKeyPairFromApp,method,P3,,,,,,13X-11,scraped,
P3-0281,M11,android.app.admin,DevicePolicyManager,revokeKeyPairFromWifiAuth,method,P3,,,,,,13X-11,scraped,
P3-0282,M11,android.app.admin,DevicePolicyManager,setAccountManagementDisabled,method,P3,,,,,,13X-11,scraped,
P3-0283,M11,android.app.admin,DevicePolicyManager,setAffiliationIds,method,P3,,,,,,13X-11,scraped,
P3-0284,M11,android.app.admin,DevicePolicyManager,setApplicationHidden,method,P3,,,,,,13X-11,scraped,
P3-0285,M11,android.app.admin,DevicePolicyManager,setApplicationRestrictions,method,P3,,,,,,13X-11,scraped,
P3-0286,M11,android.app.admin,DevicePolicyManager,setAutoTimeEnabled,method,P3,,,,,,13X-11,scraped,
P3-0287,M11,android.app.admin,DevicePolicyManager,setAutoTimeRequired,method,P3,,,,,,13X-11,scraped,
P3-0288,M11,android.app.admin,DevicePolicyManager,setAutoTimeZoneEnabled,method,P3,,,,,,13X-11,scraped,
P3-0289,M11,android.app.admin,DevicePolicyManager,setBackupServiceEnabled,method,P3,,,,,,13X-11,scraped,
P3-0290,M11,android.app.admin,DevicePolicyManager,setBluetoothContactSharingDisabled,method,P3,,,,,,13X-11,scraped,
P3-0291,M11,android.app.admin,DevicePolicyManager,setCameraDisabled,method,P3,,,,,,13X-11,scraped,
P3-0292,M11,android.app.admin,DevicePolicyManager,setCommonCriteriaModeEnabled,method,P3,,,,,,13X-11,scraped,
P3-0293,M11,android.app.admin,DevicePolicyManager,setConfiguredNetworksLockdownState,method,P3,,,,,,13X-11,scraped,
P3-0294,M11,android.app.admin,DevicePolicyManager,setCredentialManagerPolicy,method,P3,,,,,,13X-11,scraped,
P3-0295,M11,android.app.admin,DevicePolicyManager,setCrossProfileCalendarPackages,method,P3,,,,,,13X-11,scraped,
P3-0296,M11,android.app.admin,DevicePolicyManager,setCrossProfileCallerIdDisabled,method,P3,,,,,,13X-11,scraped,
P3-0297,M11,android.app.admin,DevicePolicyManager,setCrossProfileContactsSearchDisabled,method,P3,,,,,,13X-11,scraped,
P3-0298,M11,android.app.admin,DevicePolicyManager,setCrossProfilePackages,method,P3,,,,,,13X-11,scraped,
P3-0299,M11,android.app.admin,DevicePolicyManager,setDefaultDialerApplication,method,P3,,,,,,13X-11,scraped,
P3-0300,M11,android.app.admin,DevicePolicyManager,setDefaultSmsApplication,method,P3,,,,,,13X-11,scraped,
P3-0301,M11,android.app.admin,DevicePolicyManager,setDelegatedScopes,method,P3,,,,,,13X-11,scraped,
P3-0302,M11,android.app.admin,DevicePolicyManager,setDeviceOwnerLockScreenInfo,method,P3,,,,,,13X-11,scraped,
P3-0303,M11,android.app.admin,DevicePolicyManager,setEndUserSessionMessage,method,P3,,,,,,13X-11,scraped,
P3-0304,M11,android.app.admin,DevicePolicyManager,setFactoryResetProtectionPolicy,method,P3,,,,,,13X-11,scraped,
P3-0305,M11,android.app.admin,DevicePolicyManager,setGlobalPrivateDnsModeOpportunistic,method,P3,,,,,,13X-11,scraped,
P3-0306,M11,android.app.admin,DevicePolicyManager,setGlobalPrivateDnsModeSpecifiedHost,method,P3,,,,,,13X-11,scraped,
P3-0307,M11,android.app.admin,DevicePolicyManager,setGlobalSetting,method,P3,,,,,,13X-11,scraped,
P3-0308,M11,android.app.admin,DevicePolicyManager,setKeepUninstalledPackages,method,P3,,,,,,13X-11,scraped,
P3-0309,M11,android.app.admin,DevicePolicyManager,setKeyPairCertificate,method,P3,,,,,,13X-11,scraped,
P3-0310,M11,android.app.admin,DevicePolicyManager,setKeyguardDisabled,method,P3,,,,,,13X-11,scraped,
P3-0311,M11,android.app.admin,DevicePolicyManager,setKeyguardDisabledFeatures,method,P3,,,,,,13X-11,scraped,
P3-0312,M11,android.app.admin,DevicePolicyManager,setLocationEnabled,method,P3,,,,,,13X-11,scraped,
P3-0313,M11,android.app.admin,DevicePolicyManager,setLockTaskFeatures,method,P3,,,,,,13X-11,scraped,
P3-0314,M11,android.app.admin,DevicePolicyManager,setLogoutEnabled,method,P3,,,,,,13X-11,scraped,
P3-0315,M11,android.app.admin,DevicePolicyManager,setLongSupportMessage,method,P3,,,,,,13X-11,scraped,
P3-0316,M11,android.app.admin,DevicePolicyManager,setManagedProfileCallerIdAccessPolicy,method,P3,,,,,,13X-11,scraped,
P3-0317,M11,android.app.admin,DevicePolicyManager,setManagedProfileContactsAccessPolicy,method,P3,,,,,,13X-11,scraped,
P3-0318,M11,android.app.admin,DevicePolicyManager,setManagedProfileMaximumTimeOff,method,P3,,,,,,13X-11,scraped,
P3-0319,M11,android.app.admin,DevicePolicyManager,setManagedSubscriptionsPolicy,method,P3,,,,,,13X-11,scraped,
P3-0320,M11,android.app.admin,DevicePolicyManager,setMasterVolumeMuted,method,P3,,,,,,13X-11,scraped,
P3-0321,M11,android.app.admin,DevicePolicyManager,setMaximumFailedPasswordsForWipe,method,P3,,,,,,13X-11,scraped,
P3-0322,M11,android.app.admin,DevicePolicyManager,setMaximumTimeToLock,method,P3,,,,,,13X-11,scraped,
P3-0323,M11,android.app.admin,DevicePolicyManager,setMeteredDataDisabledPackages,method,P3,,,,,,13X-11,scraped,
P3-0324,M11,android.app.admin,DevicePolicyManager,setMinimumRequiredWifiSecurityLevel,method,P3,,,,,,13X-11,scraped,
P3-0325,M11,android.app.admin,DevicePolicyManager,setMtePolicy,method,P3,,,,,,13X-11,scraped,
P3-0326,M11,android.app.admin,DevicePolicyManager,setNearbyAppStreamingPolicy,method,P3,,,,,,13X-11,scraped,
P3-0327,M11,android.app.admin,DevicePolicyManager,setNearbyNotificationStreamingPolicy,method,P3,,,,,,13X-11,scraped,
P3-0328,M11,android.app.admin,DevicePolicyManager,setNetworkLoggingEnabled,method,P3,,,,,,13X-11,scraped,
P3-0329,M11,android.app.admin,DevicePolicyManager,setOrganizationColor,method,P3,,,,,,13X-11,scraped,
P3-0330,M11,android.app.admin,DevicePolicyManager,setOrganizationId,method,P3,,,,,,13X-11,scraped,
P3-0331,M11,android.app.admin,DevicePolicyManager,setOrganizationName,method,P3,,,,,,13X-11,scraped,
P3-0332,M11,android.app.admin,DevicePolicyManager,setOverrideApnsEnabled,method,P3,,,,,,13X-11,scraped,
P3-0333,M11,android.app.admin,DevicePolicyManager,setPackagesSuspended,method,P3,,,,,,13X-11,scraped,
